LIMIT_BAL,BILL_AMOUNT,JOB,SEX,EDUCATION,MARRIAGE,AGE,PAY_DUE
360000,0,Dealer,Any,Graduate School,Single,2,No
170000,4334,Dealer,Any,Graduate School,Single,2,Yes
400000,385,Dealer,Any,Graduate School,Single,2,No
180000,666,Dealer,Any,Graduate School,Single,2,No
510000,2115,Dealer,Any,Graduate School,Single,2,No
540000,1784,Dealer,Any,Graduate School,Single,2,No
210000,1440,Dealer,Any,Graduate School,Single,2,No
280000,164736,Dealer,Any,Graduate School,Single,2,No
100000,93036,Dealer,Any,Graduate School,Single,2,No
50000,27245,Shopkeeper,Any,Graduate School,Single,1,No
360000,7071,Shopkeeper,Any,Graduate School,Single,1,No
280000,270276,Shopkeeper,Any,Graduate School,Single,1,No
200000,2179,Shopkeeper,Any,Graduate School,Single,1,No
160000,99,Shopkeeper,Any,Graduate School,Single,1,No
50000,0,Shopkeeper,Any,Graduate School,Single,1,No
20000,1371,Shopkeeper,Any,Graduate School,Single,1,No
200000,65935,Shopkeeper,Any,Graduate School,Single,1,Yes
30000,3924,Shopkeeper,Any,Graduate School,Single,1,No
30000,28207,Shopkeeper,Any,Graduate School,Single,1,Yes
220000,105607,Shopkeeper,Any,Graduate School,Single,1,No
230000,63184,Shopkeeper,Any,Graduate School,Single,1,No
500000,204198,Shopkeeper,Any,Graduate School,Single,1,No
70000,-54,Shopkeeper,Any,Graduate School,Single,1,No
30000,3019,Shopkeeper,Any,Graduate School,Single,1,No
50000,46176,Shopkeeper,Any,Graduate School,Single,1,No
120000,52437,Shopkeeper,Any,Graduate School,Single,1,No
160000,3097,Shopkeeper,Any,Graduate School,Single,1,No
20000,0,Shopkeeper,Any,Graduate School,Single,1,No
330000,58667,Shopkeeper,Any,Graduate School,Single,1,No
150000,11109,Shopkeeper,Any,Graduate School,Single,1,No
130000,22415,Shopkeeper,Any,Graduate School,Single,1,No
330000,46140,Shopkeeper,Any,Graduate School,Single,1,No
160000,160432,Shopkeeper,Any,Graduate School,Single,1,Yes
360000,139762,Shopkeeper,Any,Graduate School,Single,1,No
300000,1314,Shopkeeper,Any,Graduate School,Single,1,Yes
100000,90118,Shopkeeper,Any,Graduate School,Single,1,No
40000,18927,Shopkeeper,Any,Graduate School,Single,1,No
50000,4999,Shopkeeper,Any,Graduate School,Single,1,No
30000,0,Shopkeeper,Any,Graduate School,Single,1,No
110000,101640,Shopkeeper,Any,Graduate School,Single,1,No
300000,688,Shopkeeper,Any,Graduate School,Single,1,No
80000,6187,Shopkeeper,Any,Graduate School,Single,1,No
270000,475,Broker,Any,Graduate School,Single,1,No
20000,14603,Broker,Any,Graduate School,Single,1,No
60000,10540,Broker,Any,Graduate School,Single,1,No
110000,44278,Broker,Any,Graduate School,Single,1,No
50000,2087,Broker,Any,Graduate School,Single,1,No
30000,2635,Broker,Any,Graduate School,Single,1,No
150000,191,Broker,Any,Graduate School,Single,1,No
60000,29332,Broker,Any,Graduate School,Single,1,Yes
110000,40882,Broker,Any,Graduate School,Single,1,No
150000,0,Broker,Any,Graduate School,Single,1,No
90000,491,Broker,Any,Graduate School,Single,1,No
90000,56608,Broker,Any,Graduate School,Single,1,No
320000,113801,Broker,Any,Graduate School,Single,1,No
30000,23447,Broker,Any,Graduate School,Single,1,Yes
20000,7919,Broker,Any,Graduate School,Single,1,Yes
180000,0,Broker,Any,Graduate School,Single,1,No
80000,60130,Broker,Any,Graduate School,Single,1,No
110000,48088,Broker,Any,Graduate School,Single,1,No
240000,3093,Broker,Any,Graduate School,Single,1,No
260000,156882,Broker,Any,Graduate School,Single,1,No
310000,1544,Broker,Any,Graduate School,Single,1,No
60000,11862,Broker,Any,Graduate School,Single,1,No
230000,40732,Broker,Any,Graduate School,Single,1,No
180000,11392,Broker,Any,Graduate School,Single,1,Yes
200000,71989,Broker,Any,Graduate School,Single,1,No
100000,30092,Broker,Any,Graduate School,Single,1,No
60000,15050,Broker,Any,Graduate School,Single,1,No
20000,15376,Broker,Any,Graduate School,Single,1,Yes
50000,15329,Broker,Any,Graduate School,Single,1,No
180000,41402,Broker,Any,Graduate School,Single,1,No
150000,0,Broker,Any,Graduate School,Single,1,No
30000,4000,Broker,Any,Graduate School,Single,1,No
80000,8766,Broker,Any,Graduate School,Single,1,No
360000,0,Broker,Any,Graduate School,Single,1,No
50000,47054,Broker,Any,Graduate School,Single,1,Yes
200000,-200,Engineer,Any,Graduate School,Single,2,No
170000,764,Engineer,Any,Graduate School,Single,2,No
310000,1424,Engineer,Any,Graduate School,Single,2,No
360000,71195,Engineer,Any,Graduate School,Single,2,No
150000,21724,Engineer,Any,Graduate School,Single,2,No
240000,11874,Engineer,Any,Graduate School,Single,2,No
120000,77785,Engineer,Any,Graduate School,Single,2,No
280000,168382,Engineer,Any,Graduate School,Single,2,No
330000,1663,Engineer,Any,Graduate School,Single,2,No
120000,-284,Engineer,Any,Graduate School,Single,2,No
230000,2283,Engineer,Any,Graduate School,Single,2,No
120000,24466,Engineer,Any,Graduate School,Single,2,No
110000,32691,Engineer,Any,Graduate School,Single,2,No
390000,6466,Engineer,Any,Graduate School,Single,2,No
280000,498,Engineer,Any,Graduate School,Single,2,No
80000,780,Engineer,Any,Graduate School,Single,2,No
340000,3048,Engineer,Any,Graduate School,Single,2,No
280000,7524,Engineer,Any,Graduate School,Single,2,No
200000,5023,Shopkeeper,Any,Graduate School,Married,2,No
30000,220,Shopkeeper,Any,Graduate School,Married,2,No
140000,4036,Shopkeeper,Any,Graduate School,Married,2,No
50000,46750,Shopkeeper,Any,Graduate School,Married,2,No
130000,6348,Shopkeeper,Any,Graduate School,Married,2,Yes
320000,65083,Shopkeeper,Any,Graduate School,Married,2,No
150000,0,Shopkeeper,Any,Graduate School,Married,2,No
500000,600,Shopkeeper,Any,Graduate School,Married,2,No
300000,25239,Shopkeeper,Any,Graduate School,Married,2,No
100000,57612,Shopkeeper,Any,Graduate School,Married,2,No
580000,159760,Shopkeeper,Any,Graduate School,Married,2,No
500000,294827,Shopkeeper,Any,Graduate School,Married,2,No
280000,5310,Dealer,Any,Graduate School,Married,2,No
270000,264,Dealer,Any,Graduate School,Married,2,Yes
60000,8308,Dealer,Any,Graduate School,Married,2,No
160000,14150,Dealer,Any,Graduate School,Married,2,No
220000,75190,Dealer,Any,Graduate School,Married,2,No
160000,710,Dealer,Any,Graduate School,Married,2,No
210000,0,Dealer,Any,Graduate School,Married,2,Yes
50000,27966,Dealer,Any,Graduate School,Married,2,No
330000,105879,Dealer,Any,Graduate School,Married,2,No
180000,750,Dealer,Any,Graduate School,Married,2,No
280000,7791,Dealer,Any,Graduate School,Married,2,Yes
150000,0,Broker,Any,Graduate School,Married,2,No
330000,4785,Broker,Any,Graduate School,Married,2,No
210000,17420,Broker,Any,Graduate School,Married,2,No
210000,0,Broker,Any,Graduate School,Married,2,Yes
200000,8432,Broker,Any,Graduate School,Married,2,No
360000,105167,Broker,Any,Graduate School,Married,2,Yes
200000,2257,Broker,Any,Graduate School,Married,2,No
320000,325445,Broker,Any,Graduate School,Married,2,No
220000,3785,Broker,Any,Graduate School,Married,2,No
200000,190,Broker,Any,Graduate School,Married,2,No
200000,0,Broker,Any,Graduate School,Married,2,No
200000,9918,Broker,Any,Graduate School,Married,2,No
180000,163736,Broker,Any,Graduate School,Married,2,Yes
200000,192461,Dealer,Any,Graduate School,Married,4,No
230000,208459,Dealer,Any,Graduate School,Married,4,Yes
180000,46122,Dealer,Any,Graduate School,Married,4,No
30000,15743,Artist,Any,Graduate School,Married,4,No
200000,195050,Artist,Any,Graduate School,Married,4,No
380000,0,Artist,Any,Graduate School,Married,4,Yes
120000,390,Artist,Any,Graduate School,Married,4,Yes
290000,279610,Artist,Any,Graduate School,Married,4,Yes
140000,56764,Artist,Any,Graduate School,Married,4,No
160000,79244,Artist,Any,Graduate School,Married,4,Yes
200000,152519,Artist,Any,Graduate School,Married,4,Yes
350000,2400,Artist,Any,Graduate School,Married,4,Yes
260000,-1100,Artist,Any,Graduate School,Married,4,No
70000,60040,Teacher,Any,Graduate School,Married,3,No
300000,120151,Teacher,Any,Graduate School,Married,3,No
220000,-65,Teacher,Any,Graduate School,Married,3,Yes
340000,1960,Teacher,Any,Graduate School,Married,3,No
100000,9122,Teacher,Any,Graduate School,Married,3,No
100000,390,Teacher,Any,Graduate School,Married,3,No
110000,0,Teacher,Any,Graduate School,Married,3,No
500000,56422,Teacher,Any,Graduate School,Married,3,No
200000,194353,Doctor,Any,Graduate School,Single,2,No
230000,117277,Doctor,Any,Graduate School,Single,2,No
450000,10350,Doctor,Any,Graduate School,Single,2,Yes
50000,22746,Doctor,Any,Graduate School,Single,2,No
170000,199,Doctor,Any,Graduate School,Single,2,Yes
180000,22121,Doctor,Any,Graduate School,Single,2,No
500000,386405,Doctor,Any,Graduate School,Single,2,No
450000,29747,Doctor,Any,Graduate School,Single,2,No
210000,67374,Doctor,Any,Graduate School,Single,2,No
250000,130360,Doctor,Any,Graduate School,Single,2,No
140000,-5,Doctor,Any,Graduate School,Single,2,No
290000,0,Doctor,Any,Graduate School,Single,2,No
150000,45335,Doctor,Any,Graduate School,Single,2,No
90000,6546,Doctor,Any,Graduate School,Single,2,No
500000,22369,Doctor,Any,Graduate School,Single,2,No
170000,74298,Teacher,Any,Graduate School,Married,2,Yes
360000,10729,Teacher,Any,Graduate School,Married,2,No
130000,129689,Teacher,Any,Graduate School,Married,2,No
150000,0,Teacher,Any,Graduate School,Married,2,Yes
230000,4259,Teacher,Any,Graduate School,Married,2,No
160000,4473,Teacher,Any,Graduate School,Married,2,No
390000,164418,Teacher,Any,Graduate School,Married,2,No
50000,49828,Teacher,Any,Graduate School,Single,1,Yes
240000,156362,Teacher,Any,Graduate School,Single,1,No
20000,19760,Teacher,Any,Graduate School,Single,1,No
190000,31061,Teacher,Any,Graduate School,Single,1,No
90000,10750,Teacher,Any,Graduate School,Single,1,No
130000,2343,Teacher,Any,Graduate School,Single,1,No
80000,10439,Teacher,Any,Graduate School,Single,1,No
390000,304867,Teacher,Any,Graduate School,Single,1,Yes
290000,578,Teacher,Any,Graduate School,Single,1,No
30000,19801,Teacher,Any,Graduate School,Single,1,No
200000,55788,Teacher,Any,Graduate School,Single,1,No
20000,6733,Teacher,Any,Graduate School,Single,1,No
140000,149389,Teacher,Any,Graduate School,Single,1,No
500000,367965,Teacher,Any,Graduate School,Single,1,No
60000,-109,Teacher,Any,Graduate School,Single,1,Yes
160000,30265,Teacher,Any,Graduate School,Single,1,No
20000,14028,Teacher,Any,Graduate School,Single,1,Yes
20000,17447,Teacher,Any,Graduate School,Single,1,No
360000,23411,Teacher,Any,Graduate School,Single,1,No
360000,20223,Teacher,Any,Graduate School,Single,1,No
360000,1210,Teacher,Any,Graduate School,Single,1,Yes
320000,2007,Teacher,Any,Graduate School,Single,1,No
20000,416,Teacher,Any,Graduate School,Single,1,Yes
50000,49459,Teacher,Any,Graduate School,Single,1,No
290000,0,Teacher,Any,Graduate School,Single,1,Yes
60000,57174,Teacher,Any,Graduate School,Single,1,No
20000,20571,Teacher,Any,Graduate School,Single,1,No
160000,0,Teacher,Any,Graduate School,Single,1,No
50000,36166,Teacher,Any,Graduate School,Single,1,Yes
340000,185268,Lawyer,Any,Graduate School,Married,2,No
200000,1242,Lawyer,Any,Graduate School,Married,2,No
150000,0,Lawyer,Any,Graduate School,Married,2,Yes
120000,1082,Lawyer,Any,Graduate School,Married,2,No
140000,123049,Lawyer,Any,Graduate School,Married,2,No
200000,6186,Lawyer,Any,Graduate School,Married,2,Yes
390000,0,Lawyer,Any,Graduate School,Married,2,No
450000,0,Lawyer,Any,Graduate School,Married,2,Yes
350000,0,Lawyer,Any,Graduate School,Married,2,No
130000,64942,Lawyer,Any,Graduate School,Married,2,Yes
200000,267,Lawyer,Any,Graduate School,Married,2,No
180000,153099,Lawyer,Any,Graduate School,Married,2,No
260000,1131,Teacher,Any,Graduate School,Married,1,Yes
30000,12897,Teacher,Any,Graduate School,Married,1,Yes
360000,38000,Teacher,Any,Graduate School,Married,1,No
310000,316,Broker,Any,Graduate School,Married,3,No
180000,66114,Broker,Any,Graduate School,Married,3,No
200000,144678,Broker,Any,Graduate School,Married,3,No
200000,7812,Broker,Any,Graduate School,Married,3,No
300000,6608,Broker,Any,Graduate School,Married,3,Yes
200000,43515,Shopkeeper,Any,Graduate School,Single,2,No
90000,80919,Shopkeeper,Any,Graduate School,Single,2,No
200000,7184,Shopkeeper,Any,Graduate School,Single,2,No
80000,5994,Shopkeeper,Any,Graduate School,Single,2,No
460000,386437,Shopkeeper,Any,Graduate School,Single,2,No
260000,1891,Shopkeeper,Any,Graduate School,Single,2,No
50000,64400,Shopkeeper,Any,Graduate School,Single,2,No
200000,399,Shopkeeper,Any,Graduate School,Single,2,No
300000,19357,Shopkeeper,Any,Graduate School,Single,2,No
100000,83831,Shopkeeper,Any,Graduate School,Single,2,No
400000,60125,Shopkeeper,Any,Graduate School,Single,2,No
50000,37774,Shopkeeper,Any,Graduate School,Single,2,No
200000,830,Broker,Any,Graduate School,Single,3,No
50000,50486,Broker,Any,Graduate School,Single,3,No
350000,208,Broker,Any,Graduate School,Single,3,No
30000,16039,Broker,Any,Graduate School,Single,3,Yes
210000,0,Engineer,Any,Graduate School,Married,3,Yes
300000,0,Engineer,Any,Graduate School,Married,3,Yes
360000,3967,Engineer,Any,Graduate School,Married,3,No
250000,66,Engineer,Any,Graduate School,Married,3,No
180000,2788,Engineer,Any,Graduate School,Married,3,No
100000,0,Engineer,Any,Graduate School,Married,3,No
180000,8657,Teacher,Any,Graduate School,Single,3,No
500000,30439,Teacher,Any,Graduate School,Single,3,Yes
240000,95,Teacher,Any,Graduate School,Single,3,No
20000,0,Doctor,Any,High School,Single,2,No
200000,11073,Doctor,Any,High School,Single,2,No
210000,0,Doctor,Any,High School,Single,2,No
120000,776,Doctor,Any,High School,Single,2,Yes
50000,47620,Doctor,Any,High School,Single,1,No
110000,85918,Doctor,Any,High School,Single,1,No
60000,58819,Doctor,Any,High School,Single,1,No
70000,37042,Shopkeeper,Any,High School,Single,3,Yes
330000,335196,Shopkeeper,Any,High School,Single,3,No
100000,94925,Shopkeeper,Any,High School,Single,3,No
30000,1445,Shopkeeper,Any,High School,Single,3,No
130000,-190,Artist,Any,High School,Single,1,No
50000,44698,Artist,Any,High School,Single,1,Yes
20000,19154,Artist,Any,High School,Single,1,No
10000,6974,Artist,Any,High School,Single,1,No
230000,550,Artist,Any,High School,Single,1,No
50000,43979,Artist,Any,High School,Single,1,No
140000,42897,Artist,Any,High School,Single,1,Yes
150000,1723,Artist,Any,High School,Single,1,No
20000,19624,Artist,Any,High School,Single,1,Yes
70000,68970,Artist,Any,High School,Single,1,No
300000,-140,Artist,Any,High School,Single,1,Yes
80000,71661,Artist,Any,High School,Single,1,No
30000,4882,Artist,Any,High School,Single,1,No
50000,22541,Artist,Any,High School,Single,1,No
50000,0,Artist,Any,High School,Single,1,No
20000,14562,Artist,Any,High School,Single,1,No
180000,129719,Artist,Any,High School,Single,1,No
50000,12854,Broker,Any,High School,Married,4,No
360000,16230,Broker,Any,High School,Married,4,No
50000,49017,Broker,Any,High School,Married,4,No
50000,50356,Broker,Any,High School,Married,4,No
50000,49003,Broker,Any,High School,Married,4,No
70000,67864,Broker,Any,High School,Married,4,No
20000,227,Lawyer,Any,High School,Married,3,No
70000,21024,Lawyer,Any,High School,Married,3,Yes
50000,13473,Lawyer,Any,High School,Married,3,Yes
250000,1170,Lawyer,Any,High School,Married,3,No
100000,61559,Artist,Any,High School,Single,3,No
20000,9551,Artist,Any,High School,Single,3,Yes
200000,203183,Artist,Any,High School,Single,3,No
110000,56700,Artist,Any,High School,Single,3,No
200000,4430,Artist,Any,High School,Single,3,No
90000,64762,Artist,Any,High School,Single,3,Yes
500000,10889,Artist,Any,High School,Single,3,No
180000,4148,Artist,Any,High School,Single,3,No
20000,8583,Artist,Any,High School,Single,3,No
210000,5816,Artist,Any,High School,Single,3,Yes
340000,142836,Artist,Any,High School,Single,3,Yes
30000,0,Artist,Any,High School,Single,3,No
60000,43533,Artist,Any,High School,Single,3,No
20000,18768,Artist,Any,High School,Single,3,No
10000,4908,Artist,Any,High School,Single,3,No
200000,52439,Doctor,Any,High School,Married,3,Yes
240000,234205,Doctor,Any,High School,Married,3,Yes
30000,17187,Doctor,Any,High School,Married,3,No
130000,109006,Doctor,Any,High School,Married,3,No
30000,22987,Lawyer,Any,High School,Single,4,No
30000,1598,Lawyer,Any,High School,Single,4,Yes
140000,100594,Teacher,Any,High School,Married,2,No
240000,-55,Teacher,Any,High School,Married,2,No
30000,28786,Teacher,Any,High School,Married,2,No
260000,12071,Teacher,Any,High School,Married,2,No
110000,89989,Teacher,Any,High School,Married,2,No
180000,172488,Teacher,Any,High School,Married,2,Yes
360000,9210,Artist,Any,High School,Married,4,No
30000,390,Artist,Any,High School,Married,4,Yes
30000,19143,Artist,Any,High School,Married,4,No
80000,726,Artist,Any,High School,Married,4,No
150000,148747,Artist,Any,High School,Married,4,No
30000,16088,Artist,Any,High School,Married,4,No
50000,42200,Artist,Any,High School,Married,4,No
160000,142064,Artist,Any,High School,Married,4,Yes
360000,0,Artist,Any,High School,Married,4,No
100000,94265,Doctor,Any,High School,Married,4,No
180000,149698,Doctor,Any,High School,Married,4,Yes
60000,60521,Doctor,Any,High School,Married,4,No
50000,20454,Doctor,Any,High School,Married,4,No
50000,33197,Doctor,Any,High School,Married,4,No
250000,7244,Engineer,Any,High School,Single,2,No
150000,214450,Engineer,Any,High School,Single,2,No
100000,70003,Engineer,Any,High School,Single,2,No
10000,7877,Engineer,Any,High School,Single,2,No
10000,8813,Engineer,Any,High School,Single,2,No
470000,165254,Artist,Any,High School,Single,2,No
20000,16754,Artist,Any,High School,Single,2,Yes
130000,71034,Artist,Any,High School,Single,2,No
50000,46004,Artist,Any,High School,Single,2,Yes
60000,56807,Artist,Any,High School,Single,2,No
80000,49608,Artist,Any,High School,Single,2,No
50000,52855,Artist,Any,High School,Single,2,No
20000,12649,Artist,Any,High School,Single,2,No
290000,1520,Artist,Any,High School,Single,2,No
130000,38358,Artist,Any,High School,Single,2,No
130000,119312,Artist,Any,High School,Single,2,No
210000,0,Artist,Any,High School,Single,2,Yes
80000,38503,Artist,Any,High School,Single,2,Yes
260000,399,Artist,Any,High School,Single,2,No
290000,13820,Dealer,Any,High School,Single,1,No
90000,19450,Dealer,Any,High School,Single,1,No
50000,50614,Dealer,Any,High School,Single,1,No
100000,87579,Dealer,Any,High School,Single,1,No
160000,390,Dealer,Any,High School,Single,1,No
200000,0,Dealer,Any,High School,Single,1,No
210000,8817,Dealer,Any,High School,Single,1,Yes
160000,0,Dealer,Any,High School,Single,1,Yes
320000,500,Dealer,Any,High School,Single,1,No
50000,35429,Dealer,Any,High School,Single,1,No
150000,101593,Shopkeeper,Any,High School,Single,1,No
60000,26324,Shopkeeper,Any,High School,Single,1,Yes
30000,390,Shopkeeper,Any,High School,Single,1,No
180000,163935,Shopkeeper,Any,High School,Single,1,No
30000,9014,Shopkeeper,Any,High School,Single,1,No
50000,2000,Broker,Any,High School,Married,3,No
170000,316,Broker,Any,High School,Married,3,No
180000,24400,Broker,Any,High School,Married,3,No
30000,390,Broker,Any,High School,Married,3,No
50000,650,Broker,Any,High School,Married,3,No
70000,27345,Broker,Any,High School,Married,3,No
200000,780,Engineer,Any,High School,Married,4,No
20000,12197,Engineer,Any,High School,Married,4,No
200000,3556,Engineer,Any,High School,Married,4,No
100000,4657,Engineer,Any,High School,Married,4,Yes
70000,54968,Engineer,Any,High School,Married,4,Yes
150000,151117,Broker,Any,High School,Married,2,Yes
80000,35660,Broker,Any,High School,Married,2,No
60000,9928,Broker,Any,High School,Married,2,Yes
50000,49941,Broker,Any,High School,Married,2,No
50000,22500,Broker,Any,High School,Married,2,No
110000,61807,Lawyer,Any,High School,Married,2,No
500000,13655,Lawyer,Any,High School,Married,2,No
50000,58300,Lawyer,Any,High School,Married,2,No
20000,20500,Lawyer,Any,High School,Married,2,Yes
50000,50859,Lawyer,Any,High School,Married,2,No
450000,3996,Lawyer,Any,High School,Married,2,No
90000,11315,Teacher,Any,High School,Single,4,Yes
200000,110151,Teacher,Any,High School,Single,4,No
30000,2450,Teacher,Any,High School,Single,4,Yes
20000,16735,Teacher,Any,High School,Single,4,No
70000,19882,Artist,Any,High School,Married,1,No
220000,162105,Artist,Any,High School,Married,1,Yes
210000,198510,Artist,Any,High School,Married,1,No
500000,22848,Artist,Any,High School,Married,1,Yes
20000,3675,Artist,Any,High School,Married,1,Yes
70000,61611,Artist,Any,High School,Married,1,No
180000,32023,Artist,Any,High School,Married,1,No
70000,254,Artist,Any,High School,Married,1,No
130000,100143,Artist,Any,High School,Married,1,No
20000,2946,Doctor,Any,High School,Married,2,No
220000,20000,Doctor,Any,High School,Married,2,No
150000,772,Doctor,Any,High School,Married,2,No
20000,19805,Doctor,Any,High School,Married,2,Yes
170000,21310,Teacher,Any,High School,Single,2,No
50000,50375,Teacher,Any,High School,Single,2,No
390000,355215,Teacher,Any,High School,Single,2,Yes
130000,89003,Engineer,Any,High School,Married,5,Yes
100000,100036,Engineer,Any,High School,Married,5,No
20000,16097,Engineer,Any,High School,Married,5,Yes
50000,18722,Teacher,Any,High School,Married,1,No
80000,84985,Teacher,Any,High School,Married,1,No
250000,52874,Teacher,Any,High School,Married,1,No
80000,20255,Dealer,Any,High School,Married,2,No
400000,2384,Dealer,Any,High School,Married,2,No
70000,24758,Dealer,Any,High School,Married,2,No
270000,10000,Dealer,Any,High School,Married,2,No
100000,97002,Artist,Any,High School,Married,2,No
180000,16386,Artist,Any,High School,Married,2,No
470000,0,Artist,Any,High School,Married,2,No
120000,108300,Artist,Any,High School,Married,2,No
70000,18317,Artist,Any,High School,Married,2,No
230000,195126,Artist,Any,High School,Married,2,No
20000,15736,Artist,Any,High School,Married,2,No
210000,138398,Artist,Any,High School,Married,2,No
50000,38102,Artist,Any,High School,Married,2,Yes
190000,89619,Artist,Any,High School,Married,2,No
140000,89910,Artist,Any,High School,Married,2,No
240000,0,Artist,Any,High School,Married,2,No
130000,122199,Artist,Any,High School,Married,2,No
130000,5444,Artist,Any,High School,Married,2,No
50000,40992,Artist,Any,High School,Married,2,No
90000,89928,Artist,Any,High School,Married,2,No
50000,47822,Lawyer,Any,High School,Married,4,No
130000,64617,Lawyer,Any,High School,Married,4,Yes
50000,0,Lawyer,Any,High School,Married,4,Yes
20000,14815,Lawyer,Any,High School,Married,4,No
50000,752,Lawyer,Any,High School,Married,4,Yes
50000,51737,Artist,Any,High School,Single,4,Yes
130000,11085,Artist,Any,High School,Single,4,No
40000,38257,Teacher,Any,High School,Married,3,No
100000,110537,Teacher,Any,High School,Married,3,Yes
30000,29434,Teacher,Any,High School,Married,3,No
80000,63677,Broker,Any,High School,Married,1,No
30000,23182,Broker,Any,High School,Married,1,No
300000,12090,Broker,Any,High School,Married,1,No
20000,16591,Broker,Any,High School,Married,1,No
50000,50131,Doctor,Any,High School,Single,3,No
50000,24443,Doctor,Any,High School,Single,3,No
130000,1018,Doctor,Any,High School,Single,3,Yes
20000,2191,Doctor,Any,High School,Single,3,No
180000,67414,Dealer,Any,High School,Single,3,No
200000,7697,Dealer,Any,High School,Single,3,No
50000,4987,Dealer,Any,High School,Single,3,No
50000,48909,Dealer,Any,High School,Single,3,No
100000,1440,Dealer,Any,High School,Single,3,No
480000,14867,Shopkeeper,Any,High School,Married,3,No
60000,44801,Shopkeeper,Any,High School,Married,3,No
130000,130067,Shopkeeper,Any,High School,Married,3,No
330000,227389,Shopkeeper,Any,High School,Married,3,No
20000,780,Shopkeeper,Any,High School,Married,3,Yes
100000,62170,Shopkeeper,Any,High School,Married,3,No
230000,0,Shopkeeper,Any,High School,Married,3,No
50000,3424,Shopkeeper,Any,High School,Married,3,No
180000,396,Shopkeeper,Any,High School,Married,3,No
210000,115785,Shopkeeper,Any,High School,Married,3,Yes
60000,62552,Broker,Any,High School,Single,2,No
50000,52626,Broker,Any,High School,Single,2,Yes
140000,131795,Shopkeeper,Any,High School,Single,4,Yes
80000,77766,Shopkeeper,Any,High School,Single,4,No
150000,264,Artist,Any,High School,Married,3,Yes
100000,53849,Artist,Any,High School,Married,3,Yes
50000,35713,Artist,Any,High School,Married,3,No
30000,12289,Artist,Any,High School,Married,3,No
190000,178367,Artist,Any,High School,Married,3,Yes
50000,15931,Artist,Any,High School,Married,3,No
50000,2722,Artist,Any,High School,Married,3,No
80000,3367,Artist,Any,High School,Married,3,No
100000,50485,Artist,Any,High School,Married,3,Yes
30000,1355,Artist,Any,High School,Married,3,No
20000,14589,Artist,Any,High School,Married,3,Yes
80000,71515,Artist,Any,High School,Married,3,No
30000,27947,Artist,Any,High School,Married,3,No
20000,550,Artist,Any,High School,Married,3,No
120000,1051,Artist,Any,High School,Married,3,No
160000,46017,Artist,Any,High School,Married,3,Yes
350000,3265,Artist,Any,High School,Married,3,No
290000,1234,Artist,Any,High School,Married,3,No
100000,154970,Artist,Any,High School,Married,3,No
50000,48522,Artist,Any,High School,Married,3,No
50000,50332,Engineer,Any,High School,Single,1,No
50000,25060,Engineer,Any,High School,Single,1,No
200000,185723,Engineer,Any,High School,Single,1,No
50000,42678,Engineer,Any,High School,Single,1,Yes
210000,0,Lawyer,Any,Graduate School,Single,4,Yes
260000,0,Lawyer,Any,Graduate School,Single,4,Yes
350000,100895,Lawyer,Any,Graduate School,Single,4,No
200000,115702,Lawyer,Any,Graduate School,Single,4,No
40000,5496,Lawyer,Any,High School,Single,1,No
50000,2562,Lawyer,Any,High School,Single,1,No
80000,46638,Lawyer,Any,High School,Single,1,No
230000,19200,Lawyer,Any,High School,Single,1,No
10000,8109,Lawyer,Any,High School,Single,1,Yes
130000,132258,Lawyer,Any,High School,Single,1,No
90000,595,Lawyer,Any,High School,Single,1,Yes
230000,1200,Lawyer,Any,High School,Single,1,No
20000,4101,Lawyer,Any,High School,Single,1,No
140000,67505,Lawyer,Any,High School,Single,1,No
150000,456,Lawyer,Any,High School,Single,1,Yes
270000,165303,Engineer,Any,High School,Married,3,No
50000,4064,Engineer,Any,High School,Married,3,No
50000,13244,Engineer,Any,High School,Married,3,No
240000,5325,Engineer,Any,High School,Married,3,No
140000,68075,Engineer,Any,High School,Married,3,No
100000,780,Engineer,Any,High School,Married,3,Yes
20000,19739,Engineer,Any,High School,Married,3,No
90000,77604,Engineer,Any,High School,Married,3,No
20000,24310,Lawyer,Any,High School,Married,1,No
140000,11285,Lawyer,Any,High School,Married,1,No
300000,24921,Lawyer,Any,High School,Married,1,No
150000,37800,Dealer,Any,High School,Married,3,No
40000,41094,Dealer,Any,High School,Married,3,Yes
60000,61600,Dealer,Any,High School,Married,3,Yes
50000,5630,Dealer,Any,High School,Married,3,No
180000,316,Dealer,Any,High School,Married,3,No
80000,26637,Dealer,Any,High School,Married,3,No
50000,35417,Artist,Any,Graduate School,Single,4,Yes
70000,69398,Artist,Any,Graduate School,Single,4,No
350000,713,Artist,Any,Graduate School,Single,4,No
200000,196031,Teacher,Any,High School,Single,1,No
360000,0,Teacher,Any,High School,Single,1,Yes
50000,5538,Shopkeeper,Any,High School,Single,2,No
20000,3677,Shopkeeper,Any,High School,Single,2,Yes
50000,40011,Shopkeeper,Any,High School,Single,2,No
30000,23687,Shopkeeper,Any,High School,Single,2,No
10000,10012,Broker,Any,High School,Single,1,Yes
50000,9935,Broker,Any,High School,Single,1,No
30000,29010,Broker,Any,High School,Single,1,Yes
50000,42838,Broker,Any,High School,Single,1,No
110000,101006,Broker,Any,High School,Single,1,Yes
50000,64069,Teacher,Any,High School,Married,4,No
210000,57192,Teacher,Any,High School,Married,4,No
50000,38607,Teacher,Any,High School,Married,4,No
